AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
28700,"Kingsport-Bristol, TN-VA",4,TN,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,90,7.9,0.770,0.51,,,55.15,"114,710",3.0,35.32,42.30,52.89,70.81,70.81,"73,470","87,980","110,010","147,270","147,270",,
28740,"Kingston, NY",4,NY,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,12.9,0.812,0.54,,,52.02,"108,210",6.7,30.16,32.91,46.44,61.08,78.91,"62,720","68,440","96,590","127,040","164,130",,
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",4,NY,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,210,12.6,0.808,0.53,,,50.81,"105,680",4.9,24.63,32.50,43.15,62.96,90.36,"51,230","67,600","89,750","130,960","187,960",,
28940,"Knoxville, TN",4,TN,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,250,15.4,0.610,0.40,,,47.95,"99,740",8.1,33.75,37.56,43.82,57.34,70.47,"70,190","78,120","91,140","119,260","146,570",,
29100,"La Crosse-Onalaska, WI-MN",4,WI,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,80,7.4,0.928,0.61,,,48.85,"101,610",2.3,32.45,38.82,47.83,50.28,64.13,"67,500","80,740","99,480","104,580","133,380",,
29200,"Lafayette-West Lafayette, IN",4,IN,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,12.6,0.454,0.30,,,44.71,"92,990",6.4,27.51,29.73,36.91,54.99,66.57,"57,220","61,850","76,760","114,390","138,460",,
29460,"Lakeland-Winter Haven, FL",4,FL,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,200,9.1,0.765,0.51,,,53.78,"111,850",2.4,24.56,37.97,49.66,63.97,80.59,"51,080","78,970","103,300","133,050","167,630",,
29540,"Lancaster, PA",4,PA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,200,9.4,0.793,0.52,,,45.97,"95,620",3.1,28.32,33.65,42.05,59.50,66.35,"58,900","70,000","87,470","123,760","138,010",,
29620,"Lansing-East Lansing, MI",4,MI,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,380,4.9,1.772,1.17,,,43.64,"90,770",2.4,26.39,32.49,40.30,50.48,61.98,"54,900","67,570","83,830","105,000","128,910",,
29700,"Laredo, TX",4,TX,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,60,17.2,0.577,0.38,,,37.36,"77,700",6.0,19.05,21.49,32.69,48.34,62.83,"39,620","44,700","67,990","100,550","130,690",,
29740,"Las Cruces, NM",4,NM,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,30,26.5,0.415,0.27,,,35.31,"73,450",12.8,17.64,25.27,34.01,44.95,59.80,"36,700","52,570","70,740","93,490","124,370",,
29820,"Las Vegas-Henderson-North Las Vegas, NV",4,NV,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,890,8.3,0.792,0.52,,,47.38,"98,540",2.7,25.57,32.57,44.82,58.70,72.10,"53,180","67,740","93,220","122,100","149,970",,
30020,"Lawton, OK",4,OK,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,30,22.7,0.768,0.51,,,36.43,"75,780",10.3,24.08,30.38,33.21,38.23,58.71,"50,090","63,190","69,080","79,510","122,120",,
30300,"Lewiston, ID-WA",4,ID,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,30,8.0,1.093,0.72,,,44.00,"91,520",7.4,27.92,35.14,37.96,49.53,61.89,"58,080","73,080","78,960","103,020","128,720",,
30340,"Lewiston-Auburn, ME",4,ME,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,27.6,0.934,0.62,,,41.68,"86,680",7.8,26.15,30.00,38.03,50.11,60.15,"54,380","62,400","79,110","104,220","125,110",,
30460,"Lexington-Fayette, KY",4,KY,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,230,13.3,0.824,0.54,,,46.00,"95,690",8.3,28.33,32.12,39.40,51.97,75.35,"58,920","66,820","81,950","108,100","156,720",,
30500,"Lexington Park, MD",4,MD,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,130,11.9,1.778,1.17,,,55.83,"116,130",3.4,28.84,48.17,57.75,62.50,76.67,"59,990","100,200","120,110","129,990","159,470",,
30700,"Lincoln, NE",4,NE,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,370,12.4,2.053,1.36,,,45.05,"93,690",1.3,31.69,38.26,42.87,50.00,61.02,"65,910","79,580","89,160","103,990","126,920",,
30780,"Little Rock-North Little Rock-Conway, AR",4,AR,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,150,42.3,0.419,0.28,,,47.45,"98,700",7.5,28.56,39.93,49.45,56.90,59.72,"59,400","83,060","102,850","118,340","124,220",,
30860,"Logan, UT-ID",4,UT,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,70,13.5,1.024,0.68,,,45.92,"95,520",9.4,23.91,29.98,37.86,61.66,80.61,"49,730","62,350","78,740","128,240","167,670",,
30980,"Longview, TX",4,TX,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,60,14.2,0.502,0.33,,,48.31,"100,480",5.6,22.53,31.07,46.59,59.02,62.75,"46,860","64,630","96,900","122,770","130,520",,
31080,"Los Angeles-Long Beach-Anaheim, CA",4,CA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,"10,030",3.4,1.617,1.07,,,62.76,"130,550",1.4,32.00,39.82,59.75,78.80,95.59,"66,550","82,830","124,270","163,900","198,830",,
31140,"Louisville/Jefferson County, KY-IN",4,KY,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,760,9.6,1.107,0.73,,,50.41,"104,840",3.2,27.97,33.74,46.38,62.42,78.28,"58,180","70,180","96,480","129,830","162,820",,
31180,"Lubbock, TX",4,TX,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,80,23.5,0.494,0.33,,,51.75,"107,630",2.5,28.30,37.53,50.74,62.36,71.60,"58,870","78,060","105,540","129,720","148,920",,
31340,"Lynchburg, VA",4,VA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,60,7.1,0.617,0.41,,,52.87,"109,970",3.7,32.53,39.22,52.40,60.41,82.46,"67,660","81,590","108,980","125,650","171,510",,
31420,"Macon-Bibb County, GA",4,GA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,60,17.7,0.589,0.39,,,46.24,"96,180",5.6,28.98,34.22,42.87,55.84,75.13,"60,280","71,170","89,170","116,140","156,260",,
31540,"Madison, WI",4,WI,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,830,11.6,2.048,1.35,,,49.61,"103,190",1.4,36.65,40.39,47.36,55.99,65.23,"76,230","84,010","98,510","116,450","135,680",,
31700,"Manchester-Nashua, NH",4,NH,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,300,7.0,1.472,0.97,,,50.53,"105,090",1.9,32.34,39.14,47.95,61.37,70.40,"67,260","81,420","99,730","127,650","146,420",,
32580,"McAllen-Edinburg-Mission, TX",4,TX,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,100,13.3,0.351,0.23,,,42.53,"88,470",4.1,19.01,31.51,40.34,51.30,60.02,"39,530","65,530","83,900","106,700","124,830",,
32780,"Medford, OR",4,OR,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,26.3,0.486,0.32,,,49.83,"103,640",7.1,38.60,42.48,46.23,54.32,65.92,"80,280","88,350","96,160","112,990","137,100",,
32820,"Memphis, TN-MS-AR",4,TN,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,250,16.7,0.397,0.26,,,48.98,"101,870",3.8,24.90,37.17,48.92,62.28,72.84,"51,790","77,310","101,760","129,540","151,500",,
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",4,FL,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,"2,250",9.7,0.807,0.53,,,57.41,"119,400",4.1,29.18,39.07,57.13,67.34,93.04,"60,690","81,270","118,820","140,060","193,530",,
33220,"Midland, MI",4,MI,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,60,11.6,1.553,1.03,,,48.81,"101,520",4.7,30.88,35.08,40.92,61.37,79.51,"64,240","72,960","85,110","127,650","165,390",,
33260,"Midland, TX",4,TX,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,90,24.0,0.778,0.51,,,54.64,"113,650",9.1,20.55,45.33,52.67,74.03,79.08,"42,750","94,290","109,560","153,980","164,480",,
33340,"Milwaukee-Waukesha, WI",4,WI,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,"1,220",5.9,1.494,0.99,,,53.32,"110,910",2.2,36.69,40.34,50.07,61.38,79.98,"76,320","83,910","104,140","127,670","166,360",,
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",4,MN,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,"2,870",8.0,1.487,0.98,,,57.62,"119,860",3.4,28.88,43.23,57.63,69.33,82.34,"60,070","89,920","119,860","144,200","171,260",,
33660,"Mobile, AL",4,AL,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,31.7,0.315,0.21,,,49.90,"103,800",5.7,29.86,37.89,49.84,62.01,64.44,"62,110","78,800","103,670","128,970","134,030",,
33700,"Modesto, CA",4,CA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,60,11.0,0.307,0.20,,,46.22,"96,130",3.4,27.05,30.40,39.80,61.39,76.71,"56,270","63,230","82,790","127,700","159,560",,
33860,"Montgomery, AL",4,AL,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,70,15.0,0.455,0.30,,,37.87,"78,770",4.9,18.46,21.27,34.58,49.88,62.11,"38,410","44,240","71,930","103,750","129,190",,
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC",4,SC,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,39.6,0.251,0.17,,,45.81,"95,280",11.4,29.37,35.61,43.40,47.22,62.94,"61,080","74,070","90,280","98,220","130,910",,
34900,"Napa, CA",4,CA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,15.7,0.452,0.30,,,51.45,"107,010",5.8,29.75,37.55,45.27,64.99,79.44,"61,870","78,110","94,170","135,170","165,240",,
34940,"Naples-Marco Island, FL",4,FL,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,15.5,0.318,0.21,,,67.19,"139,760",14.2,30.26,47.08,69.73,89.12,89.12,"62,940","97,930","145,030","185,360","185,360",,
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",4,TN,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,"1,490",8.8,1.363,0.90,,,59.41,"123,580",5.5,32.64,41.50,61.43,66.70,91.35,"67,890","86,320","127,770","138,730","190,000",,
35300,"New Haven, CT",4,CT,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,180,12.9,0.636,0.42,,,55.33,"115,080",3.0,36.45,46.72,50.85,62.07,79.38,"75,810","97,170","105,770","129,110","165,110",,
35380,"New Orleans-Metairie, LA",4,LA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,120,22.2,0.269,0.18,,,37.85,"78,720",5.6,24.10,27.34,33.65,44.47,58.74,"50,140","56,870","69,990","92,490","122,170",,
35620,"New York-Newark-Jersey City, NY-NJ",4,NY,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,"19,810",3.8,2.116,1.40,,,67.21,"139,810",2.4,35.54,44.23,62.84,81.45,102.47,"73,920","91,990","130,710","169,420","213,130",,
35660,"Niles, MI",4,MI,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,10.6,0.674,0.45,,,46.43,"96,580",4.0,22.57,28.73,51.30,55.40,61.44,"46,940","59,760","106,690","115,240","127,800",,
35840,"North Port-Bradenton-Sarasota, FL",4,FL,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,**,**,**,**,,,59.68,"124,140",12.1,25.98,37.45,57.58,84.39,84.39,"54,030","77,890","119,760","175,540","175,540",,
35980,"Norwich-New London-Willimantic, CT",4,CT,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,24.8,0.401,0.27,,,57.28,"119,140",5.3,32.55,46.93,48.41,65.35,89.92,"67,710","97,620","100,680","135,940","187,040",,
36100,"Ocala, FL",4,FL,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,13.2,0.299,0.20,,,53.75,"111,810",4.8,24.04,37.58,49.66,73.40,78.93,"50,010","78,160","103,290","152,680","164,170",,
36260,"Ogden, UT",4,UT,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,320,11.1,1.167,0.77,,,47.36,"98,510",4.2,23.40,31.29,44.03,60.34,78.92,"48,670","65,090","91,580","125,500","164,160",,
36420,"Oklahoma City, OK",4,OK,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,840,10.3,1.259,0.83,,,45.29,"94,210",3.9,26.08,32.24,41.09,55.77,70.28,"54,240","67,060","85,470","115,990","146,190",,
36500,"Olympia-Lacey-Tumwater, WA",4,WA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,110,13.3,0.872,0.58,,,59.16,"123,050",3.7,37.02,49.57,55.79,70.83,80.69,"77,010","103,110","116,040","147,320","167,840",,
36540,"Omaha, NE-IA",4,NE,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,"1,190",9.1,2.417,1.60,,,47.73,"99,270",1.0,32.33,39.28,46.72,53.01,63.39,"67,250","81,700","97,180","110,270","131,860",,
36740,"Orlando-Kissimmee-Sanford, FL",4,FL,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,"1,430",12.6,1.024,0.68,,,55.71,"115,880",3.1,27.82,37.07,48.89,67.50,98.56,"57,870","77,110","101,680","140,400","205,000",,
36780,"Oshkosh-Neenah, WI",4,WI,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,180,6.7,1.923,1.27,,,48.47,"100,820",1.3,35.74,38.09,48.09,58.09,64.16,"74,340","79,230","100,020","120,820","133,450",,
37100,"Oxnard-Thousand Oaks-Ventura, CA",4,CA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,480,5.2,1.489,0.98,,,72.21,"150,200",1.6,34.58,43.26,62.19,77.65,98.07,"71,930","89,990","129,360","161,510","203,990",,
37340,"Palm Bay-Melbourne-Titusville, FL",4,FL,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,250,14.0,1.034,0.68,,,52.80,"109,820",3.6,36.57,43.35,49.73,59.65,74.44,"76,060","90,160","103,440","124,070","154,830",,
37460,"Panama City-Panama City Beach, FL",4,FL,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,14.7,0.580,0.38,,,52.99,"110,230",11.9,29.67,35.46,44.22,72.65,79.36,"61,710","73,750","91,980","151,100","165,080",,
37860,"Pensacola-Ferry Pass-Brent, FL",4,FL,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,110,5.9,0.588,0.39,,,48.70,"101,300",4.3,25.99,31.79,47.20,60.57,71.53,"54,060","66,130","98,170","125,990","148,780",,
37900,"Peoria, IL",4,IL,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,130,9.1,0.790,0.52,,,49.75,"103,490",2.9,31.20,35.84,46.63,58.61,71.43,"64,890","74,540","96,990","121,910","148,570",,
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",4,PA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,"5,640",4.8,1.967,1.30,,,56.88,"118,310",1.0,32.85,39.70,51.46,70.31,83.77,"68,330","82,580","107,030","146,240","174,240",,
38060,"Phoenix-Mesa-Chandler, AZ",4,AZ,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,"3,210",16.0,1.371,0.91,,,55.73,"115,910",3.0,33.67,41.09,52.51,65.85,80.99,"70,040","85,480","109,230","136,960","168,450",,
38300,"Pittsburgh, PA",4,PA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,"1,890",8.2,1.708,1.13,,,49.23,"102,390",1.8,29.23,35.31,46.33,61.31,75.77,"60,800","73,450","96,370","127,520","157,600",,
38340,"Pittsfield, MA",4,MA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,22.6,0.917,0.61,,,65.39,"136,020",4.5,35.63,48.29,60.10,77.81,101.47,"74,120","100,430","125,010","161,850","211,060",,
38860,"Portland-South Portland, ME",4,ME,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,560,13.0,1.980,1.31,,,50.63,"105,300",6.3,31.63,37.96,47.75,65.56,70.64,"65,800","78,960","99,330","136,360","146,930",,
38900,"Portland-Vancouver-Hillsboro, OR-WA",4,OR,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,"2,090",16.2,1.726,1.14,,,61.70,"128,330",4.4,33.11,46.97,55.00,77.99,96.30,"68,870","97,690","114,390","162,220","200,310",,
38940,"Port St. Lucie, FL",4,FL,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,35.3,0.252,0.17,,,50.26,"104,530",7.2,25.95,34.60,44.81,62.00,75.47,"53,970","71,970","93,200","128,970","156,980",,
39300,"Providence-Warwick, RI-MA",4,RI,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,"1,200",13.2,1.699,1.12,,,57.82,"120,270",3.8,33.65,42.36,56.20,69.18,87.24,"69,990","88,100","116,890","143,900","181,460",,
39340,"Provo-Orem-Lehi, UT",4,UT,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,910,16.7,3.034,2.00,,,54.78,"113,940",5.3,26.99,38.09,51.44,68.24,81.31,"56,140","79,220","106,990","141,940","169,130",,
39540,"Racine-Mount Pleasant, WI",4,WI,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,17.1,0.469,0.31,,,49.68,"103,330",3.3,37.68,43.77,48.66,52.29,64.23,"78,380","91,050","101,210","108,750","133,590",,
39580,"Raleigh-Cary, NC",4,NC,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,"1,940",11.2,2.677,1.77,,,54.19,"112,710",5.1,25.31,36.75,49.37,66.26,84.02,"52,640","76,450","102,690","137,830","174,770",,
39740,"Reading, PA",4,PA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,150,8.7,0.846,0.56,,,48.82,"101,550",3.1,29.37,35.81,47.07,59.44,74.32,"61,090","74,490","97,900","123,640","154,590",,
39820,"Redding, CA",4,CA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,10.5,0.580,0.38,,,46.60,"96,930",4.1,26.74,37.33,45.27,53.54,66.39,"55,620","77,650","94,170","111,360","138,080",,
39900,"Reno, NV",4,NV,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,200,13.3,0.750,0.50,,,47.36,"98,500",4.9,25.80,33.52,44.13,56.74,71.43,"53,670","69,720","91,790","118,010","148,570",,
40060,"Richmond, VA",4,VA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,880,5.8,1.350,0.89,,,61.10,"127,090",1.6,34.07,46.19,56.26,73.91,99.30,"70,870","96,060","117,020","153,730","206,540",,
40140,"Riverside-San Bernardino-Ontario, CA",4,CA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,840,5.1,0.495,0.33,,,57.22,"119,020",1.7,26.96,36.70,50.77,73.85,83.73,"56,070","76,340","105,590","153,610","174,150",,
40220,"Roanoke, VA",4,VA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,70,9.4,0.431,0.28,,,46.21,"96,120",3.8,23.58,29.75,45.65,56.89,72.68,"49,050","61,880","94,960","118,330","151,170",,
40380,"Rochester, NY",4,NY,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,"1,030",3.1,2.103,1.39,,,44.94,"93,470",1.5,22.88,28.78,39.59,54.85,69.61,"47,590","59,860","82,350","114,100","144,790",,
40420,"Rockford, IL",4,IL,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,70,10.1,0.527,0.35,,,45.08,"93,770",4.3,27.05,31.32,41.15,54.99,64.11,"56,260","65,140","85,590","114,390","133,340",,
40900,"Sacramento-Roseville-Folsom, CA",4,CA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,"2,510",6.1,2.352,1.55,,,52.20,"108,580",3.2,35.31,39.85,47.34,57.12,75.94,"73,450","82,890","98,460","118,810","157,960",,
40980,"Saginaw, MI",4,MI,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,60,8.4,0.703,0.46,,,46.59,"96,910",2.8,28.50,36.51,48.13,58.00,61.56,"59,280","75,950","100,100","120,640","128,040",,
41100,"St. George, UT",4,UT,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,90,18.1,1.027,0.68,,,51.94,"108,040",6.6,25.04,34.26,49.37,77.83,77.83,"52,090","71,260","102,680","161,890","161,890",,
41180,"St. Louis, MO-IL",4,MO,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,"2,660",16.0,1.988,1.31,,,47.43,"98,640",4.7,27.08,29.77,43.43,62.16,76.84,"56,330","61,910","90,330","129,300","159,830",,
41420,"Salem, OR",4,OR,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,80,45.6,0.435,0.29,,,57.04,"118,650",4.5,36.41,47.56,54.80,61.72,79.21,"75,730","98,930","113,990","128,370","164,750",,
41500,"Salinas, CA",4,CA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,9.4,0.295,0.19,,,52.47,"109,140",4.5,27.53,36.13,46.37,62.63,85.81,"57,260","75,150","96,440","130,260","178,480",,
41620,"Salt Lake City-Murray, UT",4,UT,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,**,**,**,**,,,60.04,"124,870",4.4,28.84,40.72,58.83,83.35,83.35,"59,990","84,700","122,370","173,370","173,370",,
41660,"San Angelo, TX",4,TX,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,14.1,0.764,0.50,,,45.99,"95,650",5.1,16.96,30.20,46.76,61.49,67.69,"35,270","62,810","97,270","127,900","140,800",,
41700,"San Antonio-New Braunfels, TX",4,TX,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,"1,440",6.2,1.289,0.85,,,54.46,"113,290",1.7,30.28,38.98,51.85,64.63,79.28,"62,980","81,080","107,850","134,440","164,900",,
41740,"San Diego-Chula Vista-Carlsbad, CA",4,CA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,"2,550",4.3,1.661,1.10,,,63.07,"131,190",1.5,33.62,39.71,61.15,78.65,98.90,"69,920","82,590","127,200","163,600","205,700",,
41860,"San Francisco-Oakland-Fremont, CA",4,CA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,"9,350",4.5,3.888,2.57,,,79.18,"164,690",2.0,43.95,61.59,79.95,96.77,109.28,"91,410","128,100","166,300","201,280","227,300",,
41940,"San Jose-Sunnyvale-Santa Clara, CA",4,CA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,"6,570",3.0,5.787,3.82,,,108.46,"225,590",1.2,51.67,70.66,83.25,104.77,#,"107,470","146,970","173,160","217,920",#,,
41980,"San Juan-Bayamon-Caguas, PR",4,PR,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,80,16.3,0.120,0.08,,,32.89,"68,410",3.3,19.76,28.84,31.20,37.98,45.37,"41,100","59,990","64,900","78,990","94,380",,
42020,"San Luis Obispo-Paso Robles, CA",4,CA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,60,18.1,0.465,0.31,,,61.02,"126,930",3.1,35.08,44.81,60.22,77.51,91.47,"72,970","93,210","125,250","161,230","190,250",,
42100,"Santa Cruz-Watsonville, CA",4,CA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,110,6.1,1.066,0.70,,,60.27,"125,360",2.9,32.79,40.89,56.00,75.46,100.14,"68,210","85,060","116,480","156,960","208,300",,
42200,"Santa Maria-Santa Barbara, CA",4,CA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,200,9.2,0.970,0.64,,,58.83,"122,360",2.3,29.77,38.23,54.52,75.03,93.02,"61,920","79,520","113,390","156,070","193,470",,
42220,"Santa Rosa-Petaluma, CA",4,CA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,110,16.0,0.515,0.34,,,55.37,"115,180",2.7,31.17,38.29,53.63,64.88,78.97,"64,840","79,630","111,550","134,950","164,260",,
42340,"Savannah, GA",4,GA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,140,6.4,0.725,0.48,,,44.59,"92,750",3.6,26.87,31.93,38.60,48.42,65.85,"55,900","66,410","80,290","100,720","136,980",,
42540,"Scranton--Wilkes-Barre, PA",4,PA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,180,8.6,0.708,0.47,,,45.27,"94,160",2.9,23.50,33.69,40.65,58.99,64.37,"48,880","70,070","84,560","122,700","133,880",,
42660,"Seattle-Tacoma-Bellevue, WA",4,WA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,"6,100",13.7,2.928,1.93,,,78.67,"163,640",5.4,45.09,50.19,75.62,87.58,109.05,"93,790","104,400","157,290","182,170","226,830",,
43100,"Sheboygan, WI",4,WI,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,10.7,0.646,0.43,,,51.55,"107,220",2.1,33.93,41.83,48.94,61.02,75.40,"70,570","87,010","101,800","126,920","156,830",,
43420,"Sierra Vista-Douglas, AZ",4,AZ,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,31.6,1.146,0.76,,,49.76,"103,500",7.1,36.98,47.80,48.25,48.25,59.09,"76,920","99,430","100,360","100,360","122,910",,
43580,"Sioux City, IA-NE-SD",4,IA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,9.8,0.627,0.41,,,48.97,"101,870",12.1,26.64,35.46,50.65,67.82,68.23,"55,400","73,750","105,360","141,060","141,920",,
43620,"Sioux Falls, SD-MN",4,SD,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,200,13.4,1.172,0.77,,,46.39,"96,490",2.1,34.66,40.62,45.38,56.67,57.69,"72,080","84,490","94,390","117,880","119,990",,
43780,"South Bend-Mishawaka, IN-MI",4,IN,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,120,8.4,0.935,0.62,,,41.58,"86,480",1.5,27.75,31.61,39.26,50.99,58.87,"57,710","65,740","81,660","106,070","122,440",,
